feature,year,relative_importance
wind_direction_category_SW,2016,3.007144752780738
wind_direction_category_W,2016,2.2055794165989635
wind_direction_category_NW,2016,2.44521448349423
dead_fuel_moisture_1000hr,2017,3.7195590945233032
dead_fuel_moisture_100hr,2017,3.8832236505279125
max_air_temperature,2017,15.713058045571474
max_relative_humidity,2017,2.457415420672122
min_air_temperature,2017,2.8450426040377423
min_relative_humidity,2017,2.186866380838915
precipitation_amount,2017,1.8184577287674442
specific_humidity,2017,2.313503743096547
surface_downwelling_shortwave_flux_in_air,2017,3.005907783329625
wind_speed,2017,2.4131007107006814
SWE,2017,6.024019144964885
LAI,2017,4.739043808712493
slope_max,2017,5.542983531145831
road_density_km_km2,2017,18.393955129853037
line_density_km_per_cell,2017,7.3917951885450535
wind_direction_category_N,2017,1.583971730870431
wind_direction_category_NE,2017,2.000336626717936
wind_direction_category_E,2017,2.930478773715382
wind_direction_category_SE,2017,2.2586747309202435
wind_direction_category_S,2017,2.161030192120517
wind_direction_category_SW,2017,2.110626183339149
wind_direction_category_W,2017,2.2786469603025026
wind_direction_category_NW,2017,2.2283028367267734
dead_fuel_moisture_1000hr,2018,4.518462143726297
dead_fuel_moisture_100hr,2018,4.150013858043052
max_air_temperature,2018,14.415553351634518
max_relative_humidity,2018,2.4186875475725778
min_air_temperature,2018,3.1571530210609167
min_relative_humidity,2018,2.1302373610637106
precipitation_amount,2018,2.048228630043857
specific_humidity,2018,2.4528857211914463
surface_downwelling_shortwave_flux_in_air,2018,3.1488745660028736
wind_speed,2018,2.4473253425171007
SWE,2018,6.021252050271165
LAI,2018,4.632478170482893
slope_max,2018,5.742478283386302
road_density_km_km2,2018,18.271482176648227
line_density_km_per_cell,2018,6.556271706626122
wind_direction_category_N,2018,2.1630612644312954
wind_direction_category_NE,2018,1.6586709101694896
wind_direction_category_E,2018,3.218737591319137
wind_direction_category_SE,2018,2.042764551834164
wind_direction_category_S,2018,2.138398360018996
wind_direction_category_SW,2018,2.377304919253338
wind_direction_category_W,2018,1.7334584603012226
wind_direction_category_NW,2018,2.5562200124012997
dead_fuel_moisture_1000hr,2019,4.323156079313288
dead_fuel_moisture_100hr,2019,3.000756393059886
max_air_temperature,2019,15.166982499579774
max_relative_humidity,2019,2.314731657446126
min_air_temperature,2019,3.134598923175524
min_relative_humidity,2019,2.345148753438011
precipitation_amount,2019,1.8246898157983542
specific_humidity,2019,2.4108504044607124
surface_downwelling_shortwave_flux_in_air,2019,3.419590583266382
wind_speed,2019,2.24271554166918
SWE,2019,5.620523524503854
LAI,2019,4.986835059346452
slope_max,2019,5.891924186074228
road_density_km_km2,2019,19.148165969299367
line_density_km_per_cell,2019,7.123469012125172
wind_direction_category_N,2019,2.283540862149241
wind_direction_category_NE,2019,2.145706561547809
wind_direction_category_E,2019,1.401692513169193
wind_direction_category_SE,2019,1.8418197525429019
wind_direction_category_S,2019,1.991548837438839
wind_direction_category_SW,2019,2.906891164997622
wind_direction_category_W,2019,1.835782166425775
wind_direction_category_NW,2019,2.6388797391723067
dead_fuel_moisture_1000hr,2020,4.980188096963556
dead_fuel_moisture_100hr,2020,2.7792057646659036
max_air_temperature,2020,14.295760310111927
max_relative_humidity,2020,2.3826834096000633
min_air_temperature,2020,3.19878649168795
min_relative_humidity,2020,2.504202985567535
precipitation_amount,2020,2.086211828461172
specific_humidity,2020,2.3658595783311194
surface_downwelling_shortwave_flux_in_air,2020,3.337904300175798
wind_speed,2020,2.43551366640233
SWE,2020,5.483777351580119
LAI,2020,4.821763057275223
slope_max,2020,4.803883942668288
road_density_km_km2,2020,19.821692244099566
line_density_km_per_cell,2020,6.5885562797600095
wind_direction_category_N,2020,3.140627018110404
wind_direction_category_NE,2020,2.8729049038388146
wind_direction_category_E,2020,1.5829668519519837
wind_direction_category_SE,2020,2.11203735590951
wind_direction_category_S,2020,1.665333907506125
wind_direction_category_SW,2020,2.5388998253110975
wind_direction_category_W,2020,1.9805890292032997
wind_direction_category_NW,2020,2.220651800818208
